Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Bedding size (product.metafields.shopify.bedding-size),Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Weight (LB),Volume (CUFT),Product Dimension (Inch),Color
caerwys-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7231BR-WB-1_a628b4b5-1a5b-4b13-94e0-9fc414767057.jpg?v=1773558841,2,caerwys-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
caerwys-4-pc-queen-bedroom-set,Furniture of America - CAERWYS 4 Pc. Queen Bedroom Set (FM7231BR-Q-4PC),"<p><span style=""color: Brown/Light Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>CAERWYS 4 Pc. Bedroom Set completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Transitional character adds definition without feeling heavy. With Fabric, Solid Wood, Engineered Wood, Wood Veneer construction and Brown or Light Gray tones, it blends durability with visual warmth.<br>Product Dimensions: 83.9"" L x 62.9"" W x 55.1"" H<br><strong>Size:</strong> Queen<br>Features<br>- Brown or Light Gray<br>- Padded Channel Headboard and Footboard<br>- Bracket Legs<br>- English Dovetail Drawer<br>- Center Metal Glide<br>- Metal Handle</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Brown/Light Gray<br>- <strong>Dresser</strong>: color: Brown/Light Gray</p>
<p><strong>Materials:</strong> Fabric, Solid Wood, Engineered Wood, Wood Veneer<br><strong>Color:</strong> Brown / Light Gray<br><strong>Weight:</strong> 429.3 lbs<br>
Volume : 61.5 CUFT</p><br>SKU : FM7231BR-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, CAERWYS, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7231BR-Q-4PC,194726.9776,shopify,deny,manual,2060,2067,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7231BR-1-Z_5066d475-cafa-48d8-8749-ee1af736205d.jpg?v=1773558844,1,caerwys-4-pc-queen-bedroom-set,FALSE,CAERWYS 4 Pc. Queen Bedroom Set | GOODDEGG,The CAERWYS Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7231BR-1-Z_5066d475-cafa-48d8-8749-ee1af736205d.jpg?v=1773558844,lb,,899,Active,429.3,61.5,"83.9""L X 62.9""W X 55.1""H",Brown/Light Gray
caerwys-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7231BR-WB-1_c589057b-1684-483c-8be4-370d53bf2b8a.jpg?v=1773558844,2,caerwys-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-5-pc-queen-bedroom-set-with-chest,Furniture of America - BURLEIGH 5 Pc. Queen Bedroom Set w/ Chest (CM7791Q-5PC-CHEST),"<p><span style=""color: Cherry""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Create a calm, coordinated retreat with BURLEIGH 5 Pc. Bedroom Set w/Chest. Designed as a bedroom bedroom set, it pairs easily with surrounding decor. Its Transitional styling keeps the room feeling polished yet comfortable. Crafted with Solid Wood, Wood Veneer, Others, then finished in Cherry tones to suit a range of interiors.<br>Product Dimensions: 96 3 / 4"" L x 67"" W x 65 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- Sturdy Decorative Bed Posts<br>- Felt-Lined Top Drawers<br>- Ball Bearing Metal Glides<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Cherry<br>- <strong>Dresser</strong>: color: Cherry<br>- <strong>Chest</strong>: color: Cherry</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Cherry<br><strong>Weight:</strong> 736.56 lbs<br>
Volume : 102.1 CUFT</p><br>SKU : CM7791Q-5PC-CHEST",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BURLEIGH, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,CM7791Q-5PC-CHEST,334097.996,shopify,deny,manual,3281,3714,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-Z_32b9c347-c7cd-412b-9d97-8b07a44296a3.jpg?v=1773558846,1,burleigh-5-pc-queen-bedroom-set-with-chest,FALSE,BURLEIGH 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The BURLEIGH Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_724a06fa-1209-4d01-a698-f07966ff969a.jpg?v=1773558846,lb,,1538,Active,736.56,102.1,"96 3/4""L X 67""W X 65 1/4""H",Cherry
burleigh-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-1_4e4092dd-da98-4f7d-99ec-228200e433eb.jpg?v=1773558846,2,burleigh-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_724a06fa-1209-4d01-a698-f07966ff969a.jpg?v=1773558846,3,burleigh-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-5-pc-queen-bedroom-set-with-2ns,Furniture of America - BURLEIGH 5 Pc. Queen Bedroom Set w/ 2NS (CM7791Q-5PC-2NS),"<p><span style=""color: Cherry""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>BURLEIGH 5 Pc. Bedroom Set w/2NS brings a restful, finished feel to the bedroom. This bedroom bedroom set is made to fit naturally into the room. A Transitional profile gives the space a refined, approachable look. Built from Solid Wood, Wood Veneer, Others and finished in Cherry tones for a clean, cohesive look.<br>Product Dimensions: 96 3 / 4"" L x 67"" W x 65 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- Sturdy Decorative Bed Posts<br>- Felt-Lined Top Drawers<br>- Ball Bearing Metal Glides<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Cherry<br>- <strong>Dresser</strong>: color: Cherry</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Cherry<br><strong>Weight:</strong> 631.4 lbs<br>
Volume : 87.9 CUFT</p><br>SKU : CM7791Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BURLEIGH, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,CM7791Q-5PC-2NS,286397.9956,shopify,deny,manual,2933,3297,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-Z_c203ee12-8d88-496c-878b-95ea3b684acd.jpg?v=1773558849,1,burleigh-5-pc-queen-bedroom-set-with-2ns,FALSE,BURLEIGH 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The BURLEIGH Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_c1957086-de12-49b8-b992-c1bf0b2e0332.jpg?v=1773558849,lb,,1379,Active,631.4,87.9,"96 3/4""L X 67""W X 65 1/4""H",Cherry
burleigh-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-1_1e67ba95-8025-4aae-9807-c3e175a97980.jpg?v=1773558849,2,burleigh-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_c1957086-de12-49b8-b992-c1bf0b2e0332.jpg?v=1773558849,3,burleigh-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-4-pc-queen-bedroom-set,Furniture of America - BURLEIGH 4 Pc. Queen Bedroom Set (CM7791Q-4PC),"<p><span style=""color: Cherry""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>BURLEIGH 4 Pc. Bedroom Set completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Transitional character adds definition without feeling heavy. Finished in Cherry tones, the Solid Wood, Wood Veneer, Others build keeps the look polished and practical.<br>Product Dimensions: 96 3 / 4"" L x 67"" W x 65 1 / 4"" H<br><strong>Size:</strong> Queen<br>Features<br>- Sturdy Decorative Bed Posts<br>- Felt-Lined Top Drawers<br>- Ball Bearing Metal Glides<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Cherry<br>- <strong>Dresser</strong>: color: Cherry</p>
<p><strong>Materials:</strong> Solid Wood, Wood Veneer, Others<br><strong>Color:</strong> Cherry<br><strong>Weight:</strong> 563.2 lbs<br>
Volume : 76.2 CUFT</p><br>SKU : CM7791Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BURLEIGH, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,CM7791Q-4PC,255462.996,shopify,deny,manual,2581,2877,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-Z_918e43f7-8e73-4bed-83a2-982685937469.jpg?v=1773558853,1,burleigh-4-pc-queen-bedroom-set,FALSE,BURLEIGH 4 Pc. Queen Bedroom Set | GOODDEGG,The BURLEIGH Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_5b85db68-8e3b-4706-b1f8-22f73344fe46.jpg?v=1773558853,lb,,1199,Active,563.2,76.2,"96 3/4""L X 67""W X 65 1/4""H",Cherry
burleigh-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791-1_579f3f9b-eb73-4a1e-8b92-86db7c0e82db.jpg?v=1773558853,2,burleigh-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
burleigh-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/CM7791_5b85db68-8e3b-4706-b1f8-22f73344fe46.jpg?v=1773558853,3,burleigh-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-chest,Furniture of America - BRYNE 5 Pc. Queen Bedroom Set w/ Chest (FM7170CPN-Q-5PC-C),"<p><span style=""color: Champagne""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Create a calm, coordinated retreat with BRYNE 5 Pc. Bedroom Set w/Chest. Designed as a bedroom bedroom set, it pairs easily with surrounding decor. Its Contemporary styling keeps the room feeling polished yet comfortable. With Solid Pinewood, Birch Veneer construction and Champagne tones, it blends durability with visual warmth.<br>Product Dimensions: 63"" W x 85""D x 56"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED on Bookcase Headboard<br>- USB-A &amp; USB-C on Both Sides of Headboard<br>- Brushed Nickel Finish on Hardware<br>- Center Metal Glide<br>- English Front &amp; Back<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Champagne<br>- <strong>Dresser</strong>: color: Champagne<br>- <strong>Chest</strong>: color: Champagne</p>
<p><strong>Materials:</strong> Solid Pinewood, Birch Veneer<br><strong>Color:</strong> Champagne<br><strong>Weight:</strong> 523.6 lbs<br>
Volume : 85.7 CUFT</p><br>SKU : FM7170CPN-Q-5PC-C",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BRYNE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7170CPN-Q-5PC-C,237501.0103,shopify,deny,manual,2985,2994,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_ac1cceaf-20e9-4617-af28-64e349f7d8f5.jpg?v=1773558855,1,bryne-5-pc-queen-bedroom-set-with-chest,FALSE,BRYNE 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The BRYNE Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_ac1cceaf-20e9-4617-af28-64e349f7d8f5.jpg?v=1773558855,lb,,1344,Active,523.6,85.7,"63""W X 85""D X 56""H",Champagne
bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-2_4bad5aff-6cb5-4778-aa27-9409ca6a5435.jpg?v=1773558855,2,bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-2_5399a916-01ff-4d17-8276-ed2e138db05b.jpg?v=1773558855,3,bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-3_2a223cd2-3fd1-4b85-99de-7603bea1b1cb.jpg?v=1773558855,4,bryne-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-2ns,Furniture of America - BRYNE 5 Pc. Queen Bedroom Set w/ 2NS (FM7170CPN-Q-5PC-2NS),"<p><span style=""color: Champagne""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>BRYNE 5 Pc. Bedroom Set w/2NS brings a restful, finished feel to the bedroom. This bedroom bedroom set is made to fit naturally into the room. A Contemporary profile gives the space a refined, approachable look. Crafted with Solid Pinewood, Birch Veneer, then finished in Champagne tones to suit a range of interiors.<br>Product Dimensions: 63"" W x 85""D x 56"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED on Bookcase Headboard<br>- USB-A &amp; USB-C on Both Sides of Headboard<br>- Brushed Nickel Finish on Hardware<br>- Center Metal Glide<br>- English Front &amp; Back<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Champagne<br>- <strong>Dresser</strong>: color: Champagne</p>
<p><strong>Materials:</strong> Solid Pinewood, Birch Veneer<br><strong>Color:</strong> Champagne<br><strong>Weight:</strong> 433.4 lbs<br>
Volume : 70.9 CUFT</p><br>SKU : FM7170CPN-Q-5PC-2NS",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BRYNE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7170CPN-Q-5PC-2NS,196586.9785,shopify,deny,manual,2570,2577,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_79e99b92-1eab-4418-ae59-a805ea26b52a.jpg?v=1773558856,1,bryne-5-pc-queen-bedroom-set-with-2ns,FALSE,BRYNE 5 Pc. Queen Bedroom Set w/ 2NS | GOODDEGG,The BRYNE Bedroom w/ 2NS creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_79e99b92-1eab-4418-ae59-a805ea26b52a.jpg?v=1773558856,lb,,1159,Active,433.4,70.9,"63""W X 85""D X 56""H",Champagne
bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-2_748578d6-09db-4a43-9ba2-a4e4612d8dcb.jpg?v=1773558857,2,bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-2_612276ff-e564-4b3a-9c11-c9cc5be3d129.jpg?v=1773558856,3,bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-3_35117175-374f-406f-bf67-62042f210857.jpg?v=1773558856,4,bryne-5-pc-queen-bedroom-set-with-2ns,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-4-pc-queen-bedroom-set,Furniture of America - BRYNE 4 Pc. Queen Bedroom Set (FM7170CPN-Q-4PC),"<p><span style=""color: Champagne""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>BRYNE 4 Pc. Bedroom Set completes the bedroom with a relaxed, pulled-together look. As a bedroom bedroom set, it is designed to coordinate with matching pieces. The Contemporary character adds definition without feeling heavy. Built from Solid Pinewood, Birch Veneer and finished in Champagne tones for a clean, cohesive look.<br>Product Dimensions: 63"" W x 85""D x 56"" H<br><strong>Size:</strong> Queen<br>Features<br>- LED on Bookcase Headboard<br>- USB-A &amp; USB-C on Both Sides of Headboard<br>- Brushed Nickel Finish on Hardware<br>- Center Metal Glide<br>- English Front &amp; Back<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Champagne<br>- <strong>Dresser</strong>: color: Champagne</p>
<p><strong>Materials:</strong> Solid Pinewood, Birch Veneer<br><strong>Color:</strong> Champagne<br><strong>Weight:</strong> 379.5 lbs<br>
Volume : 61.6 CUFT</p><br>SKU : FM7170CPN-Q-4PC",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BRYNE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7170CPN-Q-4PC,172137.9869,shopify,deny,manual,2240,2247,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_3f8c2f4e-aed2-46d3-94dc-281a782f8032.jpg?v=1773558858,1,bryne-4-pc-queen-bedroom-set,FALSE,BRYNE 4 Pc. Queen Bedroom Set | GOODDEGG,The BRYNE Bedroom creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-1-Z_3f8c2f4e-aed2-46d3-94dc-281a782f8032.jpg?v=1773558858,lb,,999,Active,379.5,61.6,"63""W X 85""D X 56""H",Champagne
bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-2_1452f599-0cbf-4276-bc56-80b04e6d0017.jpg?v=1773558858,2,bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-2_1bd34e40-9156-4648-b21d-0ab487fdaf9a.jpg?v=1773558858,3,bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7170CPN-WB-3_ad3e8e32-e265-40ec-bdb5-aebd481e5699.jpg?v=1773558858,4,bryne-4-pc-queen-bedroom-set,,,,,,,,,,,,,,,,,,,,,,Active,,,,
britonale-5-pc-queen-bedroom-set-with-chest,Furniture of America - BRITONALE 5 Pc. Queen Bedroom Set w/ Chest (FM7218GY-Q-5PC-CHEST),"<p><span style=""color: Rustic Gray""><strong>FREE SHIPPING</strong></span><br>NB: Some items may go out of stock !! To avoid refund circumstances, we recommend emailing sales@gooddegg.com to confirm stock availability before placing order<br>Create a calm, coordinated retreat with BRITONALE 5 Pc. Bedroom Set w/Chest. Designed as a bedroom bedroom set, it pairs easily with surrounding decor. Its Rustic Farmhouse styling keeps the room feeling polished yet comfortable. With Melamine Paper, Engineered Wood, Rubberwood, Metal construction and Rustic Gray tones, it blends durability with visual warmth.<br>Product Dimensions: 64.5"" W x 85""D x 57"" H<br><strong>Size:</strong> Queen<br>Features<br>- Rustic Farmhouse<br>- Farmhouse Headboard<br>- Center Metal Glides<br>- English Front &amp; Back<br>- Antique Brass Color Drop Handles<br>- Foundation Required</p>
<p><strong>Included items and dimensions:</strong></p><p>- <strong>Nightstand</strong>: color: Rustic Gray<br>- <strong>Drawer Dresser 6</strong>: color: Rustic Gray<br>- <strong>Chest</strong>: color: Rustic Gray</p>
<p><strong>Materials:</strong> Melamine Paper, Engineered Wood, Rubberwood, Metal<br><strong>Color:</strong> Rustic Gray<br><strong>Weight:</strong> 518.06 lbs<br>
Volume : 70.8 CUFT</p><br>SKU : FM7218GY-Q-5PC-CHEST",Furniture of America,Furniture > Furniture Sets > Bedroom Furniture Sets,Bedroom Set,"2026, Bedroom, BEDROOM FURNITURE, Bedroom Set, BRITONALE, Furniture of America, Indoor Furniture, New Arrival, Quick Ship Furniture, LTL",TRUE,Title,Default Title,,,,,,,,FM7218GY-Q-5PC-CHEST,234988.0178,shopify,deny,manual,2321,2274,TRUE,FALSE,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7218GY-1-Z_8b685578-576b-4cf4-b8ea-4b9af80ec325.jpg?v=1773558861,1,britonale-5-pc-queen-bedroom-set-with-chest,FALSE,BRITONALE 5 Pc. Queen Bedroom Set w/ Chest | GOODDEGG,The BRITONALE Bedroom w/ Chest creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7218GY-1-Z_8b685578-576b-4cf4-b8ea-4b9af80ec325.jpg?v=1773558861,lb,,1086,Active,518.06,70.8,"64.5""W X 85""D X 57""H",Rustic Gray
britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7218GY-2_35fb6628-6c3b-4550-84a2-7bdafd55023e.jpg?v=1773558861,2,britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7218GY-3_55677976-a1f4-40a7-b9d2-e2b75f3253ad.jpg?v=1773558860,3,britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0268/6749/9079/files/FM7218GY-C-1_26bd0c16-4d8a-4019-939f-353dd55ea7d7.jpg?v=1773558860,4,britonale-5-pc-queen-bedroom-set-with-chest,,,,,,,,,,,,,,,,,,,,,,Active,,,,
