Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
nasturtium-10-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 10"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 10"" Bamboo Charcoal Infused Memory Foam offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White tones and made for lasting comfort.
Product Dimensions: 39""W X 75""D X 10""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 39.2 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Twin,,,DM810-T,17781,shopify,20,deny,manual,169,387,TRUE,FALSE,,,,"NASTURTIUM 10"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 10"" Bamboo Charcoal Infused Memory Foam Twin | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM810-T,new,TRUE,,g,,169,,,,,,,active
nasturtium-12-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 76""W X 80""D X 12""H
Size: Eastern King
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 87.14 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,E.King,,,DM812-EK,39526,shopify,20,deny,manual,269,867,TRUE,FALSE,,,,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM812-EK,new,TRUE,,g,,269,,,,,,,active
nasturtium-12-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
Sleep easy with NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White tones.
Product Dimensions: 54""W X 75""D X 12""H
Size: Full
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 60.24 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Full,,,DM812-F,27324,shopify,20,deny,manual,259,597,TRUE,FALSE,,,,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Full | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM812-F,new,TRUE,,g,,259,,,,,,,active
nasturtium-12-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White tones and made for lasting comfort.
Product Dimensions: 60""W X 80""D X 12""H
Size: Queen
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 71.7 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Queen,,,DM812-Q,32523,shopify,20,deny,manual,299,687,TRUE,FALSE,,,,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Queen | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM812-Q,new,TRUE,,g,,299,,,,,,,active
nasturtium-12-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 39""W X 75""D X 12""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 44.99 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Twin,,,DM812-T,20407,shopify,20,deny,manual,189,447,TRUE,FALSE,,,,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 12"" Bamboo Charcoal Infused Memory Foam Twin | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM812-T,new,TRUE,,g,,189,,,,,,,active
nasturtium-8-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
Sleep easy with NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White tones.
Product Dimensions: 76""W X 80""D X 8""H
Size: Eastern King
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 60.28 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,E.King,,,DM808-EK,27343,shopify,20,deny,manual,279,657,TRUE,FALSE,,,,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM808-EK,new,TRUE,,g,,279,,,,,,,active
nasturtium-8-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Inner Cover: Cotton Scrim Fabric, it is finished in White tones and made for lasting comfort.
Product Dimensions: 54""W X 75""D X 8""H
Size: Full
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 41.4 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Full,,,DM808-F,18779,shopify,20,deny,manual,189,447,TRUE,FALSE,,,,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Full | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM808-F,new,TRUE,,g,,189,,,,,,,active
nasturtium-8-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Inner Cover: Cotton Scrim Fabric, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 60""W X 80""D X 8""H
Size: Queen
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 51.04 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Queen,,,DM808-Q,23151,shopify,20,deny,manual,229,537,TRUE,FALSE,,,,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Queen | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM808-Q,new,TRUE,,g,,229,,,,,,,active
nasturtium-8-bamboo-charcoal-infused-memory-foam-mattress-white,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress","FREE SHIPPING
Sleep easy with NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Inner Cover: Cotton Scrim Fabric construction keeps you comfortable, finished in White tones.
Product Dimensions: 39""W X 75""D X 8""H
Size: Twin
Features
- Memory foam comfort layer
Materials: Inner Cover: Cotton Scrim Fabric.
Color: White
Weight: 32.34 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, NASTURTIUM",TRUE,Color,White,Size,Twin,,,DM808-T,14669,shopify,20,deny,manual,159,357,TRUE,FALSE,,,,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Mattress",FALSE,"NASTURTIUM 8"" Bamboo Charcoal Infused Memory Foam Twin | GOODDEGG","NASTURTIUM Bamboo Charcoal Infused Memory Foam supports deeper, more comfortable sleep. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM808-T,new,TRUE,,g,,159,,,,,,,active
salvia-12-euro-top-mattress-white,"SALVIA 12"" Euro Top Mattress","FREE SHIPPING
SALVIA 12"" Euro Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it is finished in White tones and made for lasting comfort.
Product Dimensions: 72""W X 84""D X 12""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 118 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SALVIA",TRUE,Color,White,Size,Cal.King,,,DM2112-CK,53524,shopify,20,deny,manual,269,807,TRUE,FALSE,,,,"SALVIA 12"" Euro Top Mattress",FALSE,"SALVIA 12"" Euro Top Mattress California King in White | GOODDEGG","The SALVIA Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2112-CK,new,TRUE,,g,,269,,,,,,,active
salvia-12-euro-top-mattress-white,"SALVIA 12"" Euro Top Mattress","FREE SHIPPING
SALVIA 12"" Euro Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it brings a reliable, comfortable feel with White tones.
Product Dimensions: 76""W X 80""D X 12""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 118 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SALVIA",TRUE,Color,White,Size,E.King,,,DM2112-EK,53524,shopify,20,deny,manual,259,777,TRUE,FALSE,,,,"SALVIA 12"" Euro Top Mattress",FALSE,"SALVIA 12"" Euro Top Mattress Eastern King in White | GOODDEGG","The SALVIA Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2112-EK,new,TRUE,,g,,259,,,,,,,active
salvia-12-euro-top-mattress-white,"SALVIA 12"" Euro Top Mattress","FREE SHIPPING
Sleep easy with SALVIA 12"" Euro Top Mattress, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7 construction keeps you comfortable, finished in White tones.
Product Dimensions: 54""W X 75""D X 12""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 80 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SALVIA",TRUE,Color,White,Size,Full,,,DM2112-F,36287,shopify,20,deny,manual,189,567,TRUE,FALSE,,,,"SALVIA 12"" Euro Top Mattress",FALSE,"SALVIA 12"" Euro Top Mattress Full in White | GOODDEGG","The SALVIA Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2112-F,new,TRUE,,g,,189,,,,,,,active
salvia-12-euro-top-mattress-white,"SALVIA 12"" Euro Top Mattress","FREE SHIPPING
SALVIA 12"" Euro Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7, it is finished in White tones and made for lasting comfort.
Product Dimensions: 60""W X 80""D X 12""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: Safety: CFR 1633 & CFR 1632, CAN CGG SB 4.5-27.7.
Color: White
Weight: 94 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SALVIA",TRUE,Color,White,Size,Queen,,,DM2112-Q,42638,shopify,20,deny,manual,209,627,TRUE,FALSE,,,,"SALVIA 12"" Euro Top Mattress",FALSE,"SALVIA 12"" Euro Top Mattress Queen in White | GOODDEGG","The SALVIA Euro Top Mattress supports deeper, more comfortable sleep night after night. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM2112-Q,new,TRUE,,g,,209,,,,,,,active
siddalee-16-euro-pillow-top-mattress-white-gray,"SIDDALEE 16"" Euro Pillow Top Mattress","FREE SHIPPING
SIDDALEE 16"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 84""L X 72""W X 16""H
Size: California King
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam.
Color: White or Gray
Weight: 100 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SIDDALEE",TRUE,Color,White/Gray,Size,Cal.King,,,DM339CK-M,45359,shopify,20,deny,manual,779,1917,TRUE,FALSE,,,,"SIDDALEE 16"" Euro Pillow Top Mattress",FALSE,"SIDDALEE 16"" Euro Pillow Top Mattress California King | GOODDEGG","SIDDALEE Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM339CK-M,new,TRUE,,g,,779,,,,,,,active
siddalee-16-euro-pillow-top-mattress-white-gray,"SIDDALEE 16"" Euro Pillow Top Mattress","FREE SHIPPING
Sleep easy with SIDDALEE 16"" Euro Pillow Top Mattress, designed to deliver comfort and steady support night after night. Its Mattress design keeps the look clean and inviting. The Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam construction keeps you comfortable, finished in White or Gray tones.
Product Dimensions: 80""L X 76""W X 16""H
Size: Eastern King
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam.
Color: White or Gray
Weight: 100 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SIDDALEE",TRUE,Color,White/Gray,Size,E.King,,,DM339EK-M,45359,shopify,20,deny,manual,779,1917,TRUE,FALSE,,,,"SIDDALEE 16"" Euro Pillow Top Mattress",FALSE,"SIDDALEE 16"" Euro Pillow Top Mattress Eastern King | GOODDEGG","SIDDALEE Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM339EK-M,new,TRUE,,g,,779,,,,,,,active
siddalee-16-euro-pillow-top-mattress-white-gray,"SIDDALEE 16"" Euro Pillow Top Mattress","FREE SHIPPING
SIDDALEE 16"" Euro Pillow Top Mattress offers a cozy, supportive sleep surface made for everyday comfort. Its Mattress design keeps the look clean and inviting. Crafted with Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam, it is finished in White or Gray tones and made for lasting comfort.
Product Dimensions: 75""L X 54""W X 16""H
Size: Full
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam.
Color: White or Gray
Weight: 70 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SIDDALEE",TRUE,Color,White/Gray,Size,Full,,,DM339F-M,31751,shopify,20,deny,manual,549,1347,TRUE,FALSE,,,,"SIDDALEE 16"" Euro Pillow Top Mattress",FALSE,"SIDDALEE 16"" Euro Pillow Top Mattress Full in White Gray | GOODDE","SIDDALEE Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM339F-M,new,TRUE,,g,,549,,,,,,,active
siddalee-16-euro-pillow-top-mattress-white-gray,"SIDDALEE 16"" Euro Pillow Top Mattress","FREE SHIPPING
SIDDALEE 16"" Euro Pillow Top Mattress is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Mattress design keeps the look clean and inviting. Built from Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam, it brings a reliable, comfortable feel with White or Gray tones.
Product Dimensions: 80""L X 60""W X 16""H
Size: Queen
Features
- Supportive coil system for steady alignment
Materials: Quilting: Designer Organic Cotton Fabric 5 Layer Tack or Jump Quilting Hd Polyurethan Foam.
Color: White or Gray
Weight: 55 lbs",Furniture of America,,Mattress,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, SIDDALEE",TRUE,Color,White/Gray,Size,Queen,,,DM339Q-M,24948,shopify,20,deny,manual,619,1527,TRUE,FALSE,,,,"SIDDALEE 16"" Euro Pillow Top Mattress",FALSE,"SIDDALEE 16"" Euro Pillow Top Mattress Queen in White Gray | GOODD","SIDDALEE Euro Pillow Top Mattress supports deeper, more comfortable sleep night after. Shop at GOODDEGG for a great selection and guaranteed lowest prices.",,,,DM339Q-M,new,TRUE,,g,,619,,,,,,,active
somnerside-i-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE I Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE I Adjustable Bed Frame Base offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Metal, Fabric, it is finished in Metal, Fabric tones and made for lasting comfort.
Product Dimensions: 53""W X 73""D X 14""H
Size: Full
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 123.9 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE I",TRUE,Color,"Metal, Fabric",Size,Full,,,MT-ADJ301-F,56200,shopify,20,deny,manual,289,657,TRUE,FALSE,,,,SOMNERSIDE I Adjustable Bed Frame Base,FALSE,SOMNERSIDE I Adjustable Bed Frame Base Full | GOODDEGG,The SOMNERSIDE I Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ301-F,new,TRUE,,g,,289,,,,,,,active
somnerside-i-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE I Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE I Adjustable Bed Frame Base is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Metal, Fabric, it brings a reliable, comfortable feel with Metal, Fabric tones.
Product Dimensions: 75""W X 79""D X 14""H
Size: King
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 169 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE I",TRUE,Color,"Metal, Fabric",Size,King,,,MT-ADJ301-EK,76657,shopify,20,deny,manual,379,957,TRUE,FALSE,,,,SOMNERSIDE I Adjustable Bed Frame Base,FALSE,SOMNERSIDE I Adjustable Bed Frame Base King | GOODDEGG,The SOMNERSIDE I Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ301-EK,new,TRUE,,g,,379,,,,,,,active
somnerside-i-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE I Adjustable Bed Frame Base,"FREE SHIPPING
Sleep easy with SOMNERSIDE I Adjustable Bed Frame Base, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Metal, Fabric construction keeps you comfortable, finished in Metal, Fabric tones.
Product Dimensions: 59""W X 79""D X 14""H
Size: Queen
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 133 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE I",TRUE,Color,"Metal, Fabric",Size,Queen,,,MT-ADJ301-Q,60328,shopify,20,deny,manual,299,717,TRUE,FALSE,,,,SOMNERSIDE I Adjustable Bed Frame Base,FALSE,SOMNERSIDE I Adjustable Bed Frame Base Queen | GOODDEGG,The SOMNERSIDE I Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ301-Q,new,TRUE,,g,,299,,,,,,,active
somnerside-i-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE I Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE I Adjustable Bed Frame Base offers a cozy, supportive sleep surface made for everyday comfort. Its Contemporary design keeps the look clean and inviting. Crafted with Metal, Fabric, it is finished in Metal, Fabric tones and made for lasting comfort.
Product Dimensions: 37""W X 79""D X 14""H
Size: Twin XL
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 98 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE I",TRUE,Color,"Metal, Fabric",Size,Twin XL,,,MT-ADJ301-TXL,44452,shopify,20,deny,manual,269,627,TRUE,FALSE,,,,SOMNERSIDE I Adjustable Bed Frame Base,FALSE,SOMNERSIDE I Adjustable Bed Frame Base Twin XL | GOODDEGG,The SOMNERSIDE I Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ301-TXL,new,TRUE,,g,,269,,,,,,,active
somnerside-ii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE II Adjustable Bed Frame Base,"FREE SHIPPING
SOMNERSIDE II Adjustable Bed Frame Base is built to support deeper, more restful sleep with a comfortable, balanced feel. Its Contemporary design keeps the look clean and inviting. Built from Metal, Fabric, it brings a reliable, comfortable feel with Metal, Fabric tones.
Product Dimensions: 53""W X 73""D X 14""H
Size: Full Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 149.9 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE II",TRUE,Color,"Metal, Fabric",Size,Full,,,MT-ADJ302-F,67993,shopify,20,deny,manual,449,1167,TRUE,FALSE,,,,SOMNERSIDE II Adjustable Bed Frame Base,FALSE,SOMNERSIDE II Adjustable Bed Frame Base Full | GOODDEGG,The SOMNERSIDE II Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ302-F,new,TRUE,,g,,449,,,,,,,active
somnerside-ii-adjustable-bed-frame-base-metal-fabric,SOMNERSIDE II Adjustable Bed Frame Base,"FREE SHIPPING
Sleep easy with SOMNERSIDE II Adjustable Bed Frame Base, designed to deliver comfort and steady support night after night. Its Contemporary design keeps the look clean and inviting. The Metal, Fabric construction keeps you comfortable, finished in Metal, Fabric tones.
Product Dimensions: 75""W X 79""D X 14""H
Size: King Bonus storage & convenience features (from matching set pieces): USB Port & Under-Bed Light
Materials: Metal, Fabric.
Color: Metal, Fabric
Weight: 194 lbs",Furniture of America,,Bed Frame,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Mattress, Bed Frame, SOMNERSIDE II",TRUE,Color,"Metal, Fabric",Size,King,,,MT-ADJ302-EK,87997,shopify,20,deny,manual,579,1527,TRUE,FALSE,,,,SOMNERSIDE II Adjustable Bed Frame Base,FALSE,SOMNERSIDE II Adjustable Bed Frame Base King | GOODDEGG,The SOMNERSIDE II Adjustable Bed Frame Base creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,MT-ADJ302-EK,new,TRUE,,g,,579,,,,,,,active
