Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
albano-or-twin-bunk-bed,ALBANO  or Twin Bunk Bed,"FREE SHIPPING
ALBANO  or Twin Bunk Bed brings a Transitional look to your home with a refined, comfortable feel. This youth bed is made to fit naturally into the room. The Solid Hardwood, Engineered Wood construction is complemented by White tones for a polished look.
Product Dimensions: 45.5"" W x 81""D x 80.5"" H
Size: Twin

Materials: Solid Hardwood, Engineered Wood
Color: White
Weight: 81.8 lbs",Furniture of America,,Youth,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Youth, Bed, ALBANO",TRUE,Color,White,Size,Twin,,,FM-BK107WH-T-BED,37104,shopify,20,deny,manual,319,837,TRUE,FALSE,,,,,FALSE,ALBANO  or Twin Bunk Bed Twin in White | GOODDEGG,The ALBANO or Bunk Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-BK107WH-T-BED,new,FALSE,,g,,319,,,,,,,active
alcester-sectional-w-sleeper,ALCESTER Sectional w/ Sleeper,"FREE SHIPPING
Elevate your space with ALCESTER Sectional w/ Sleeper, styled in Contemporary and designed for everyday comfort. Built as a upholstery sectional, it pairs well with a wide range of interiors. With Faux Nubuck, Solid Wood, Others and Graphite tones, it blends structure and softness in one clean profile.
Product Dimensions: 112 3 or 4"" L x 65"" W x 40"" H
Features
- Made with solid wood & wood veneer

Materials: Faux Nubuck, Solid Wood, Others
Color: Graphite
Weight: 307.8 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sectional, ALCESTER",TRUE,Color,Graphite,,,,,CM6908BK-SET,139616,shopify,20,deny,manual,849,2067,TRUE,FALSE,,,,,FALSE,ALCESTER Sectional w/ Sleeper in Graphite | GOODDEGG,The ALCESTER Sectional w/ Sleeper offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM6908BK-SET,new,FALSE,,g,,849,,,,,,,active
alcester-sectional-w-sleeper,ALCESTER Sectional w/ Sleeper,"FREE SHIPPING
ALCESTER Sectional w/ Sleeper adds a Contemporary touch while keeping the room feeling warm and welcoming. As a upholstery sectional, it is designed to complement your space. Crafted from Faux Nubuck, Solid Wood, Others, it is finished in Brown tones that pair easily with surrounding decor.
Product Dimensions: 112 3 or 4"" L x 65"" W x 40"" H
Features
- Made with solid wood & wood veneer

Materials: Faux Nubuck, Solid Wood, Others
Color: Brown
Weight: 272.8 lbs",Furniture of America,,Upholstery,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Upholstery, Sectional, ALCESTER",TRUE,Color,Brown,,,,,CM6908BR-SET,123740,shopify,20,deny,manual,849,2067,TRUE,FALSE,,,,,FALSE,ALCESTER Sectional w/ Sleeper in Brown | GOODDEGG,The ALCESTER Sectional w/ Sleeper offers relaxed seating for everyday lounging. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM6908BR-SET,new,FALSE,,g,,849,,,,,,,active
alcoba-accent-chair,ALCOBA Accent Chair,"FREE SHIPPING
Make the room feel complete with ALCOBA Accent Chair and its Contemporary character. This accent chair is made to fit naturally into the room. Finished in Mushroom tones, the Fabric, Foam, Wood build balances durability with visual appeal.
Product Dimensions: 25"" W x 26""D x 28.5"" H (SEAT HT: 18"", SEAT DP: 22"")

Materials: Fabric, Foam, Wood
Color: Mushroom",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Chair, ALCOBA",TRUE,Color,Mushroom,,,,,FM-AC8019LB,,shopify,20,deny,manual,199,477,TRUE,FALSE,,,,,FALSE,ALCOBA Accent Chair in Mushroom | GOODDEGG,The ALCOBA Accent Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8019LB,new,FALSE,,g,,199,,,,,,,active
alcoba-accent-chair,ALCOBA Accent Chair,"FREE SHIPPING
ALCOBA Accent Chair brings a Contemporary look to your home with a refined, comfortable feel. Built as a accent chair, it pairs well with a wide range of interiors. The Fabric, Foam, Wood construction is complemented by Taupe tones for a polished look.
Product Dimensions: 25"" W x 26""D x 28.5"" H (SEAT HT: 18"", SEAT DP: 22"")

Materials: Fabric, Foam, Wood
Color: Taupe",Furniture of America,,Accent,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Accent, Chair, ALCOBA",TRUE,Color,Taupe,,,,,FM-AC8019TP,,shopify,20,deny,manual,199,477,TRUE,FALSE,,,,,FALSE,ALCOBA Accent Chair in Taupe | GOODDEGG,The ALCOBA Accent Chair adds comfortable seating and style to your space. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM-AC8019TP,new,FALSE,,g,,199,,,,,,,active
aldgate-chest,ALDGATE Chest,"FREE SHIPPING
Elevate your space with ALDGATE Chest, styled in Contemporary and designed for everyday comfort. As a bedroom chest, it is designed to complement your space. With Solid Rubberwood, Engineered Wood, Other and Light Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 39"" W x 18""D x 49"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 224.87 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Chest, ALDGATE",TRUE,Color,Light Gray,,,,,FM7244GY-C,101999,shopify,20,deny,manual,419,957,TRUE,FALSE,,,,,FALSE,ALDGATE Chest in Light Gray | GOODDEGG,The ALDGATE Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-C,new,FALSE,,g,,419,,,,,,,active
aldgate-dresser,ALDGATE Dresser,"FREE SHIPPING
ALDGATE Dresser adds a Contemporary touch while keeping the room feeling warm and welcoming. This bedroom dresser is made to fit naturally into the room. Crafted from Solid Rubberwood, Engineered Wood, Other, it is finished in Light Gray tones that pair easily with surrounding decor.
Product Dimensions: 62.5"" W x 18""D x 34"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 261.02 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Dresser, ALDGATE",TRUE,Color,Light Gray,,,,,FM7244GY-D,118397,shopify,20,deny,manual,520,1290,TRUE,FALSE,,,,,FALSE,ALDGATE Dresser in Light Gray | GOODDEGG,The ALDGATE Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-D,new,FALSE,,g,,520,,,,,,,active
aldgate-bed,ALDGATE Bed,"FREE SHIPPING
Make the room feel complete with ALDGATE Bed and its Contemporary character. Built as a bedroom bed, it pairs well with a wide range of interiors. Finished in Light Gray tones, the Fabric, Solid Rubberwood, Engineered Wood, Other build balances durability with visual appeal.
Product Dimensions: 79"" W x 92""D x 61.5"" H
Size: Eastern King
Features
- Foundation required

Materials: Fabric, Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 247.76 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALDGATE",TRUE,Color,Light Gray,Size,E.King,,,FM7244GY-EK-BED,112382,shopify,20,deny,manual,569,1497,TRUE,FALSE,,,,,FALSE,Aldgate Bed Eastern King in Light Gray | GOODDEGG,The ALDGATE Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-EK-BED,new,FALSE,,g,,569,,,,,,,active
aldgate-mirror,ALDGATE Mirror,"FREE SHIPPING
ALDGATE Mirror brings a Contemporary look to your home with a refined, comfortable feel. As a bedroom mirror, it is designed to complement your space. The Solid Rubberwood, Engineered Wood, Other construction is complemented by Light Gray tones for a polished look.
Product Dimensions: 40"" W x 2""D x 38"" H

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 46.3 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Mirror, ALDGATE",TRUE,Color,Light Gray,,,,,FM7244GY-M,21001,shopify,20,deny,manual,150,390,TRUE,FALSE,,,,,FALSE,ALDGATE Mirror in Light Gray | GOODDEGG,The ALDGATE Mirror adds light and depth to the room. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-M,new,FALSE,,g,,150,,,,,,,active
aldgate-nightstand,ALDGATE Nightstand,"FREE SHIPPING
Elevate your space with ALDGATE Nightstand, styled in Contemporary and designed for everyday comfort. This bedroom nightstand is made to fit naturally into the room. With Solid Rubberwood, Engineered Wood, Other and Light Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 28.5"" W x 15.5""D x 22"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 90.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Nightstand, ALDGATE",TRUE,Color,Light Gray,,,,,FM7244GY-N,40914,shopify,20,deny,manual,210,540,TRUE,FALSE,,,,,FALSE,ALDGATE Nightstand in Light Gray | GOODDEGG,The ALDGATE Nightstand keeps bedside essentials organized and within reach. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-N,new,FALSE,,g,,210,,,,,,,active
aldgate-bed,ALDGATE Bed,"FREE SHIPPING
ALDGATE Bed adds a Contemporary touch while keeping the room feeling warm and welcoming. Built as a bedroom bed, it pairs well with a wide range of interiors. Crafted from Fabric, Solid Rubberwood, Engineered Wood, Other, it is finished in Light Gray tones that pair easily with surrounding decor.
Product Dimensions: 63"" W x 92""D x 61.5"" H
Size: Queen
Features
- Foundation required

Materials: Fabric, Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 212.67 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALDGATE",TRUE,Color,Light Gray,Size,Queen,,,FM7244GY-Q-BED,96465,shopify,20,deny,manual,499,1257,TRUE,FALSE,,,,,FALSE,Aldgate Bed Queen in Light Gray | GOODDEGG,The ALDGATE Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7244GY-Q-BED,new,FALSE,,g,,499,,,,,,,active
aldridge-chest,ALDRIDGE Chest,"FREE SHIPPING
Make the room feel complete with ALDRIDGE Chest and its Contemporary character. As a bedroom chest, it is designed to complement your space. Finished in Light Gray tones, the Solid Rubberwood, Engineered Wood, Other build balances durability with visual appeal.
Product Dimensions: 39"" W x 17.5""D x 52"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 225.97 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Chest, ALDRIDGE",TRUE,Color,Light Gray,,,,,FM7243GY-C,102498,shopify,20,deny,manual,419,1017,TRUE,FALSE,,,,,FALSE,ALDRIDGE Chest in Light Gray | GOODDEGG,The ALDRIDGE Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-C,new,FALSE,,g,,419,,,,,,,active
aldridge-dresser,ALDRIDGE Dresser,"FREE SHIPPING
ALDRIDGE Dresser brings a Contemporary look to your home with a refined, comfortable feel. This bedroom dresser is made to fit naturally into the room. The Solid Rubberwood, Engineered Wood, Other construction is complemented by Light Gray tones for a polished look.
Product Dimensions: 62.5"" W x 17.5""D x 37"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 255.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Dresser, ALDRIDGE",TRUE,Color,Light Gray,,,,,FM7243GY-D,115757,shopify,20,deny,manual,510,1260,TRUE,FALSE,,,,,FALSE,ALDRIDGE Dresser in Light Gray | GOODDEGG,The ALDRIDGE Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-D,new,FALSE,,g,,510,,,,,,,active
aldridge-bed,ALDRIDGE Bed,"FREE SHIPPING
Elevate your space with ALDRIDGE Bed, styled in Contemporary and designed for everyday comfort. Built as a bedroom bed, it pairs well with a wide range of interiors. With Fabric, Solid Rubberwood, Engineered Wood, Other and Light Gray tones, it blends structure and softness in one clean profile.
Product Dimensions: 79"" W x 92""D x 61.5"" H
Size: Eastern King
Features
- Foundation required

Materials: Fabric, Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 229.2 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALDRIDGE",TRUE,Color,Light Gray,Size,E.King,,,FM7243GY-EK-BED,103963,shopify,20,deny,manual,599,1587,TRUE,FALSE,,,,,FALSE,Aldridge Bed Eastern King in Light Gray | GOODDEGG,The ALDRIDGE Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-EK-BED,new,FALSE,,g,,599,,,,,,,active
aldridge-mirror,ALDRIDGE Mirror,"FREE SHIPPING
ALDRIDGE Mirror adds a Contemporary touch while keeping the room feeling warm and welcoming. As a bedroom mirror, it is designed to complement your space. Crafted from Solid Rubberwood, Engineered Wood, Other, it is finished in Light Gray tones that pair easily with surrounding decor.
Product Dimensions: 40"" W x 2""D x 38"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 48.5 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Mirror, ALDRIDGE",TRUE,Color,Light Gray,,,,,FM7243GY-M,21999,shopify,20,deny,manual,150,390,TRUE,FALSE,,,,,FALSE,ALDRIDGE Mirror in Light Gray | GOODDEGG,The ALDRIDGE Mirror adds light and depth to the room. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-M,new,FALSE,,g,,150,,,,,,,active
aldridge-nightstand,ALDRIDGE Nightstand,"FREE SHIPPING
Make the room feel complete with ALDRIDGE Nightstand and its Contemporary character. This bedroom nightstand is made to fit naturally into the room. Finished in Light Gray tones, the Solid Rubberwood, Engineered Wood, Other build balances durability with visual appeal.
Product Dimensions: 28.5"" W x 15.5""D x 23"" H

Bonus storage & convenience features (from matching set pieces):

Felt-Lined Top Drawer
French Front & English Back Dovetail Drawers

Materials: Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 85.8 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Nightstand, ALDRIDGE",TRUE,Color,Light Gray,,,,,FM7243GY-N,38918,shopify,20,deny,manual,220,570,TRUE,FALSE,,,,,FALSE,ALDRIDGE Nightstand in Light Gray | GOODDEGG,The ALDRIDGE Nightstand keeps bedside essentials organized and within reach. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-N,new,FALSE,,g,,220,,,,,,,active
aldridge-bed,ALDRIDGE Bed,"FREE SHIPPING
ALDRIDGE Bed brings a Contemporary look to your home with a refined, comfortable feel. Built as a bedroom bed, it pairs well with a wide range of interiors. The Fabric, Solid Rubberwood, Engineered Wood, Other construction is complemented by Light Gray tones for a polished look.
Product Dimensions: 63"" W x 92""D x 61.5"" H
Size: Queen
Features
- Foundation required

Materials: Fabric, Solid Rubberwood, Engineered Wood, Other
Color: Light Gray
Weight: 199.18 lbs",Furniture of America,,Bedroom,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Bedroom, Bed, ALDRIDGE",TRUE,Color,Light Gray,Size,Queen,,,FM7243GY-Q-BED,90346,shopify,20,deny,manual,499,1257,TRUE,FALSE,,,,,FALSE,Aldridge Bed Queen in Light Gray | GOODDEGG,The ALDRIDGE Bed creates a restful centerpiece for the bedroom. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,FM7243GY-Q-BED,new,FALSE,,g,,499,,,,,,,active
alecia-chest,ALECIA Chest,"FREE SHIPPING
Elevate your space with ALECIA Chest, styled in Transitional and designed for everyday comfort. As a youth chest, it is designed to complement your space. With Solid Wood, Others and White tones, it blends structure and softness in one clean profile.
Product Dimensions: 34"" W x 17""D x 48"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawer

Materials: Solid Wood, Others
Color: White
Weight: 132 lbs",Furniture of America,,Youth,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Youth, Chest, ALECIA",TRUE,Color,White,,,,,CM7458WH-C,59874,shopify,20,deny,manual,319,807,TRUE,FALSE,,,,,FALSE,ALECIA Chest in White | GOODDEGG,The ALECIA Chest adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7458WH-C,new,FALSE,,g,,319,,,,,,,active
alecia-dresser,ALECIA Dresser,"FREE SHIPPING
ALECIA Dresser adds a Transitional touch while keeping the room feeling warm and welcoming. This youth dresser is made to fit naturally into the room. Crafted from Solid Wood, Others, it is finished in White tones that pair easily with surrounding decor.
Product Dimensions: 54"" W x 17""D x 34"" H
Features
- Made with solid wood & wood veneer

Bonus storage & convenience features (from matching set pieces):

Felt-lined Top Drawer

Materials: Solid Wood, Others
Color: White
Weight: 140.8 lbs",Furniture of America,,Youth,"Furniture of America, Quick Ship Furniture, New Arrival, Indoor Furniture, Youth, Dresser, ALECIA",TRUE,Color,White,,,,,CM7458WH-D,63866,shopify,20,deny,manual,360,900,TRUE,FALSE,,,,,FALSE,ALECIA Dresser in White | GOODDEGG,The ALECIA Dresser adds storage to keep clothing and essentials organized. Shop at GOODDEGG for a great selection and guaranteed lowest prices.,,,,CM7458WH-D,new,FALSE,,g,,360,,,,,,,active
